"from"	"to"	"edge_creation_month"
314	34	"1"
318	34	"1"
286	34	"1"
294	51	"1"
204	51	"1"
140	124	"1"
204	68	"1"
204	298	"1"
318	34	"1"
314	48	"1"
314	34	"1"
50	288	"1"
314	34	"1"
286	34	"1"
176	311	"1"
9	8	"1"
176	306	"1"
176	299	"1"
176	319	"1"
176	300	"1"
144	193	"1"
282	67	"1"
176	315	"1"
176	316	"1"
9	8	"1"
288	50	"1"
228	121	"1"
318	34	"1"
318	124	"1"
282	34	"1"
212	6	"1"
297	34	"1"
124	318	"1"
289	212	"1"
297	88	"1"
140	124	"1"
254	308	"1"
9	8	"1"
83	313	"1"
103	318	"1"
140	124	"1"
9	8	"1"
34	318	"1"
297	34	"1"
144	288	"1"
214	154	"1"
212	6	"1"
212	6	"1"
36	299	"1"
144	88	"1"
308	254	"1"
101	184	"1"
9	8	"1"
212	6	"1"
254	308	"1"
211	288	"1"
94	320	"1"
282	214	"1"
211	260	"1"
318	124	"1"
36	211	"1"
212	211	"1"
288	211	"1"
318	34	"1"
211	228	"1"
211	288	"1"
194	88	"1"
212	211	"1"
144	290	"1"
27	194	"1"
194	88	"1"
212	34	"1"
9	32	"1"
9	8	"1"
176	233	"1"
124	318	"1"
176	32	"1"
44	99	"1"
144	48	"1"
144	51	"1"
318	34	"1"
9	8	"1"
318	34	"1"
318	124	"1"
176	32	"1"
212	34	"1"
228	315	"1"
44	99	"1"
32	184	"1"
9	316	"1"
321	144	"1"
144	99	"1"
44	99	"1"
67	32	"1"
9	8	"1"
184	101	"1"
41	184	"1"
67	32	"1"
67	32	"1"
193	315	"1"
144	193	"1"
9	8	"1"
9	299	"1"
9	260	"1"
9	132	"1"
144	99	"1"
144	322	"1"
44	99	"1"
144	193	"1"
281	323	"1"
99	144	"1"
144	193	"1"
144	99	"1"
95	52	"1"
52	95	"1"
103	324	"1"
95	52	"1"
103	324	"1"
63	155	"1"
176	324	"1"
297	325	"1"
297	325	"1"
144	99	"1"
44	299	"1"
209	299	"1"
297	325	"1"
297	34	"1"
60	308	"1"
103	324	"1"
144	99	"1"
51	324	"1"
155	63	"1"
297	325	"1"
324	51	"1"
78	326	"1"
51	324	"1"
324	51	"1"
63	155	"1"
51	324	"1"
324	51	"1"
297	325	"1"
281	144	"1"
51	324	"1"
144	193	"1"
67	63	"1"
212	209	"1"
324	51	"1"
144	99	"1"
193	144	"1"
51	324	"1"
297	325	"1"
144	193	"1"
34	324	"1"
323	34	"1"
144	99	"1"
63	67	"1"
144	193	"1"
297	325	"1"
307	325	"1"
144	99	"1"
212	51	"1"
297	325	"1"
324	51	"1"
27	194	"1"
297	325	"1"
324	34	"1"
144	48	"1"
144	48	"1"
34	324	"1"
319	34	"1"
48	144	"1"
319	325	"1"
34	88	"1"
212	51	"1"
144	99	"1"
297	325	"1"
52	95	"1"
319	325	"1"
144	48	"1"
319	34	"1"
204	327	"1"
297	325	"1"
204	68	"1"
204	51	"1"
51	324	"1"
325	319	"1"
324	51	"1"
297	325	"1"
52	328	"1"
281	144	"1"
103	324	"1"
51	324	"1"
324	329	"1"
297	325	"1"
212	51	"1"
329	324	"1"
62	78	"1"
297	325	"1"
72	291	"1"
324	51	"1"
212	51	"1"
324	329	"1"
9	294	"1"
329	324	"1"
103	324	"1"
9	97	"1"
204	68	"1"
9	318	"1"
128	329	"1"
9	78	"1"
38	52	"1"
9	52	"1"
308	60	"1"
9	330	"1"
51	52	"1"
9	86	"1"
51	331	"1"
38	288	"1"
38	288	"1"
332	333	"1"
324	329	"1"
51	324	"1"
9	61	"1"
9	262	"1"
38	288	"1"
12	168	"1"
324	51	"1"
9	288	"1"
51	324	"1"
9	288	"1"
12	288	"1"
62	260	"1"
128	324	"1"
12	288	"1"
281	323	"1"
324	51	"1"
9	288	"1"
313	78	"1"
281	323	"1"
38	288	"1"
12	288	"1"
9	288	"1"
9	316	"1"
51	324	"1"
324	51	"1"
303	316	"1"
12	288	"1"
38	288	"1"
9	316	"1"
51	324	"1"
103	324	"1"
38	288	"1"
12	288	"1"
67	90	"1"
324	51	"1"
303	316	"1"
9	288	"1"
38	288	"1"
316	303	"1"
12	288	"1"
334	128	"1"
303	316	"1"
281	323	"1"
38	288	"1"
335	34	"1"
103	324	"1"
51	324	"1"
9	316	"1"
38	288	"1"
12	288	"1"
38	288	"1"
323	281	"1"
12	288	"1"
9	288	"1"
38	288	"1"
12	288	"1"
103	324	"1"
38	288	"1"
324	51	"1"
323	281	"1"
38	288	"1"
323	281	"1"
51	324	"1"
12	288	"1"
9	97	"1"
9	288	"1"
324	51	"1"
323	281	"1"
12	288	"1"
12	288	"1"
9	282	"1"
12	288	"1"
324	329	"1"
281	323	"1"
333	319	"1"
9	288	"1"
323	281	"1"
332	281	"1"
9	316	"1"
329	324	"1"
9	288	"1"
323	281	"1"
9	288	"1"
323	281	"1"
332	281	"1"
281	323	"1"
336	315	"1"
9	288	"1"
323	281	"1"
323	281	"1"
128	324	"1"
9	288	"1"
332	281	"1"
9	288	"1"
9	288	"1"
9	288	"1"
281	323	"1"
9	288	"1"
335	34	"1"
336	333	"1"
335	34	"1"
323	281	"1"
128	324	"1"
308	333	"1"
332	281	"1"
333	308	"1"
9	288	"1"
332	281	"1"
332	281	"1"
332	281	"1"
323	281	"1"
335	34	"1"
323	281	"1"
281	323	"1"
9	288	"1"
36	189	"1"
333	329	"1"
323	281	"1"
323	281	"1"
323	333	"1"
335	34	"1"
34	101	"1"
41	97	"1"
36	75	"1"
103	324	"1"
329	333	"1"
332	281	"1"
128	221	"1"
103	316	"1"
323	281	"1"
36	211	"1"
41	308	"1"
260	211	"1"
128	324	"1"
335	34	"1"
337	281	"1"
103	324	"1"
34	313	"1"
41	308	"1"
337	260	"1"
337	281	"1"
281	254	"1"
34	313	"1"
337	281	"1"
335	34	"1"
41	308	"1"
254	281	"1"
62	260	"1"
335	34	"1"
220	221	"1"
308	311	"1"
176	311	"1"
103	324	"1"
335	34	"1"
128	329	"1"
324	51	"1"
41	308	"1"
41	308	"1"
41	308	"1"
103	324	"1"
9	308	"1"
338	260	"1"
260	338	"1"
103	324	"1"
260	338	"1"
254	311	"1"
335	34	"1"
311	308	"1"
263	311	"1"
311	254	"1"
254	311	"1"
263	311	"1"
9	308	"1"
308	311	"1"
335	34	"1"
191	315	"1"
103	311	"1"
335	191	"1"
335	34	"1"
311	50	"1"
311	254	"1"
311	308	"1"
34	311	"1"
308	311	"1"
254	311	"1"
9	308	"1"
335	191	"1"
9	311	"1"
103	311	"1"
103	324	"1"
9	308	"1"
9	308	"1"
9	311	"1"
103	311	"1"
9	311	"1"
254	8	"1"
9	308	"1"
204	339	"1"
103	311	"1"
324	329	"1"
329	324	"1"
9	282	"1"
324	329	"1"
313	34	"1"
313	34	"1"
329	324	"1"
324	329	"1"
34	313	"1"
34	313	"1"
329	324	"1"
53	34	"1"
50	311	"1"
53	340	"1"
53	308	"1"
53	305	"1"
53	341	"1"
313	34	"1"
48	311	"1"
338	319	"1"
34	313	"1"
319	34	"1"
319	333	"1"
319	338	"1"
342	260	"1"
67	32	"1"
51	324	"1"
319	333	"1"
319	325	"1"
317	311	"1"
97	338	"1"
97	191	"1"
34	343	"1"
34	299	"1"
299	34	"1"
34	299	"1"
120	222	"1"
344	209	"1"
32	8	"1"
41	120	"1"
47	78	"1"
345	56	"1"
345	318	"1"
299	34	"1"
34	299	"1"
313	34	"1"
220	32	"1"
63	32	"1"
294	51	"1"
44	299	"1"
44	34	"1"
332	308	"1"
88	144	"1"
277	6	"1"
44	34	"1"
53	308	"1"
53	346	"1"
319	333	"1"
297	88	"1"
314	333	"1"
235	347	"1"
314	228	"1"
338	348	"1"
314	95	"1"
319	338	"1"
319	338	"1"
314	48	"1"
349	8	"1"
319	338	"1"
349	319	"1"
317	308	"1"
317	308	"1"
9	233	"1"
317	308	"1"
44	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
263	308	"1"
317	308	"1"
317	308	"1"
97	338	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
317	308	"1"
263	308	"1"
317	308	"1"
317	308	"1"
308	263	"1"
263	308	"1"
103	97	"1"
317	263	"1"
308	281	"1"
333	319	"1"
317	263	"1"
317	263	"1"
317	263	"1"
281	308	"1"
317	263	"1"
191	347	"1"
317	254	"1"
317	254	"1"
317	254	"1"
317	254	"1"
317	254	"1"
317	263	"1"
317	254	"1"
317	263	"1"
317	254	"1"
317	254	"1"
317	254	"1"
34	313	"1"
44	34	"1"
317	254	"1"
317	254	"1"
337	254	"1"
337	254	"1"
337	254	"1"
337	281	"1"
332	281	"1"
317	191	"1"
317	254	"1"
332	281	"1"
254	302	"1"
302	281	"1"
317	191	"1"
302	254	"1"
317	191	"1"
254	302	"1"
337	281	"1"
337	281	"1"
51	324	"1"
302	254	"1"
317	263	"1"
317	254	"1"
263	281	"1"
281	263	"1"
254	302	"1"
272	263	"1"
263	254	"1"
302	254	"1"
281	263	"1"
263	281	"1"
254	302	"1"
302	254	"1"
254	302	"1"
281	263	"1"
303	298	"1"
263	281	"1"
302	254	"1"
324	51	"1"
254	302	"1"
281	263	"1"
263	281	"1"
281	263	"1"
332	281	"1"
281	263	"1"
332	281	"1"
263	281	"1"
337	281	"1"
281	263	"1"
281	263	"1"
337	281	"1"
263	281	"1"
296	63	"1"
263	281	"1"
281	263	"1"
281	263	"1"
281	263	"1"
337	281	"1"
337	281	"1"
281	308	"1"
281	254	"1"
263	281	"1"
337	281	"1"
337	281	"1"
263	281	"1"
281	263	"1"
263	281	"1"
317	281	"1"
53	341	"1"
27	184	"1"
281	302	"1"
204	184	"1"
160	72	"1"
160	72	"1"
27	184	"1"
308	281	"1"
212	263	"1"
27	184	"1"
281	308	"1"
51	324	"1"
324	51	"1"
350	6	"1"
351	299	"1"
350	299	"1"
239	349	"1"
304	228	"1"
263	352	"1"
350	299	"1"
319	349	"1"
101	208	"1"
353	254	"1"
103	134	"1"
353	254	"1"
317	319	"1"
176	101	"1"
317	308	"1"
281	352	"1"
62	354	"1"
316	355	"1"
316	263	"1"
316	281	"1"
103	353	"1"
281	316	"1"
272	316	"1"
99	349	"1"
204	184	"1"
172	128	"1"
321	233	"1"
6	252	"1"
8	349	"1"
332	281	"1"
277	263	"1"
3	51	"1"
356	63	"1"
308	281	"1"
237	191	"1"
357	358	"1"
32	263	"1"
3	51	"1"
289	359	"1"
176	101	"1"
308	281	"1"
281	308	"1"
308	281	"1"
204	184	"1"
204	271	"1"
332	308	"1"
332	308	"1"
69	349	"1"
191	237	"1"
69	155	"1"
332	308	"1"
263	32	"1"
291	32	"1"
291	72	"1"
317	308	"1"
289	86	"1"
3	51	"1"
72	291	"1"
323	340	"1"
323	281	"1"
332	263	"1"
263	316	"1"
61	105	"1"
61	105	"1"
323	34	"1"
316	263	"1"
323	281	"1"
316	263	"1"
3	308	"1"
323	281	"1"
176	61	"1"
328	52	"1"
323	281	"1"
281	323	"1"
323	281	"1"
281	323	"1"
32	291	"1"
12	360	"1"
235	191	"1"
235	263	"1"
357	358	"1"
357	128	"1"
357	175	"1"
60	194	"1"
60	194	"1"
103	314	"1"
103	360	"1"
103	158	"1"
12	360	"1"
48	314	"1"
12	316	"1"
332	316	"1"
103	360	"1"
308	337	"1"
221	211	"1"
221	128	"1"
44	308	"1"
44	308	"1"
44	308	"1"
323	281	"1"
323	340	"1"
131	297	"1"
211	221	"1"
323	102	"1"
323	191	"1"
302	281	"1"
323	102	"1"
41	308	"1"
34	313	"1"
277	263	"1"
323	191	"1"
313	34	"1"
41	308	"1"
34	313	"1"
323	191	"1"
323	88	"1"
349	8	"1"
307	48	"1"
63	74	"1"
41	32	"1"
131	297	"1"
317	263	"1"
209	242	"1"
355	316	"1"
316	355	"1"
266	50	"1"
316	263	"1"
53	305	"1"
316	308	"1"
263	316	"1"
307	48	"1"
316	263	"1"
272	316	"1"
88	323	"1"
349	297	"1"
272	263	"1"
307	48	"1"
323	88	"1"
272	316	"1"
297	349	"1"
272	316	"1"
297	349	"1"
263	316	"1"
263	316	"1"
272	260	"1"
297	248	"1"
316	263	"1"
281	323	"1"
316	263	"1"
297	349	"1"
323	281	"1"
323	281	"1"
281	302	"1"
323	281	"1"
294	339	"1"
281	323	"1"
263	316	"1"
297	349	"1"
316	263	"1"
323	281	"1"
323	281	"1"
297	349	"1"
281	323	"1"
323	88	"1"
263	316	"1"
323	281	"1"
316	263	"1"
281	323	"1"
297	349	"1"
124	323	"1"
349	97	"1"
162	161	"1"
323	281	"1"
281	323	"1"
323	281	"1"
323	281	"1"
297	349	"1"
99	349	"1"
281	323	"1"
277	308	"1"
277	361	"1"
323	281	"1"
124	323	"1"
281	323	"1"
88	323	"1"
281	323	"1"
323	281	"1"
277	362	"1"
97	316	"1"
97	349	"1"
323	88	"1"
323	281	"1"
344	128	"1"
363	364	"1"
212	51	"1"
212	211	"1"
355	316	"1"
323	281	"1"
212	263	"1"
302	281	"1"
242	209	"1"
19	302	"1"
323	281	"1"
97	349	"1"
281	323	"1"
323	281	"1"
323	281	"1"
316	355	"1"
308	316	"1"
316	308	"1"
281	302	"1"
308	316	"1"
88	323	"1"
316	308	"1"
323	88	"1"
307	281	"1"
307	281	"1"
228	314	"1"
281	323	"1"
332	281	"1"
281	323	"1"
332	281	"1"
332	281	"1"
307	254	"1"
334	364	"1"
212	88	"1"
332	281	"1"
323	102	"1"
323	281	"1"
323	88	"1"
323	281	"1"
307	254	"1"
75	313	"1"
307	281	"1"
209	365	"1"
307	254	"1"
307	281	"1"
323	75	"1"
307	254	"1"
308	254	"1"
323	88	"1"
19	331	"1"
254	308	"1"
323	75	"1"
19	365	"1"
212	75	"1"
323	75	"1"
313	75	"1"
365	209	"1"
323	124	"1"
19	365	"1"
323	75	"1"
75	313	"1"
212	88	"1"
345	318	"1"
323	124	"1"
19	365	"1"
19	365	"1"
19	365	"1"
212	75	"1"
308	60	"1"
313	75	"1"
308	254	"1"
19	365	"1"
286	221	"1"
9	308	"1"
88	212	"1"
19	365	"1"
74	63	"1"
75	313	"1"
88	358	"1"
9	308	"1"
313	75	"1"
72	337	"1"
358	88	"1"
323	75	"1"
9	177	"1"
9	311	"1"
75	313	"1"
36	75	"1"
88	358	"1"
9	366	"1"
323	281	"1"
9	358	"1"
19	365	"1"
323	75	"1"
36	75	"1"
212	88	"1"
60	308	"1"
358	88	"1"
212	224	"1"
36	75	"1"
97	349	"1"
286	367	"1"
19	365	"1"
9	282	"1"
9	358	"1"
19	365	"1"
286	202	"1"
286	202	"1"
286	202	"1"
9	358	"1"
19	365	"1"
368	367	"1"
212	75	"1"
355	316	"1"
36	361	"1"
128	236	"1"
334	128	"1"
367	368	"1"
254	337	"1"
254	281	"1"
254	281	"1"
281	254	"1"
20	21	"1"
254	281	"1"
20	275	"1"
368	367	"1"
75	313	"1"
9	212	"1"
32	63	"1"
212	75	"1"
63	74	"1"
63	32	"1"
368	288	"1"
327	144	"1"
74	63	"1"
288	368	"1"
32	63	"1"
144	281	"1"
32	263	"1"
313	75	"1"
144	88	"1"
63	74	"1"
63	32	"1"
368	288	"1"
97	349	"1"
97	327	"1"
316	355	"1"
144	142	"1"
288	368	"1"
74	63	"1"
368	288	"1"
355	316	"1"
314	228	"1"
144	369	"1"
288	368	"1"
323	281	"1"
314	48	"1"
212	74	"1"
144	370	"1"
314	48	"1"
63	74	"1"
371	306	"1"
314	95	"1"
368	288	"1"
311	48	"1"
144	359	"1"
288	368	"1"
323	372	"1"
368	288	"1"
63	74	"1"
316	355	"1"
212	75	"1"
289	212	"1"
144	283	"1"
355	316	"1"
316	355	"1"
316	263	"1"
263	316	"1"
277	191	"1"
316	263	"1"
144	48	"1"
355	316	"1"
263	316	"1"
316	355	"1"
332	281	"1"
235	191	"1"
373	308	"1"
248	283	"1"
308	373	"1"
308	373	"1"
338	144	"1"
212	263	"1"
308	281	"1"
248	374	"1"
103	316	"1"
355	316	"1"
316	355	"1"
355	316	"1"
220	221	"1"
316	355	"1"
355	316	"1"
316	355	"1"
103	375	"1"
372	242	"1"
128	324	"1"
103	365	"1"
44	174	"1"
44	373	"1"
103	316	"1"
368	340	"1"
95	365	"1"
44	372	"1"
372	368	"1"
9	177	"1"
281	308	"1"
9	371	"1"
44	365	"1"
365	95	"1"
281	323	"1"
308	281	"1"
9	368	"1"
44	372	"1"
372	371	"1"
281	308	"1"
340	368	"1"
48	314	"1"
368	340	"1"
372	375	"1"
95	365	"1"
48	311	"1"
332	281	"1"
236	128	"1"
365	95	"1"
372	375	"1"
95	365	"1"
372	376	"1"
376	372	"1"
376	377	"1"
365	95	"1"
335	72	"1"
372	376	"1"
102	97	"1"
335	155	"1"
337	72	"1"
103	375	"1"
335	88	"1"
103	378	"1"
103	365	"1"
103	375	"1"
176	374	"1"
9	368	"1"
337	72	"1"
53	305	"1"
248	375	"1"
375	248	"1"
335	155	"1"
248	375	"1"
72	337	"1"
335	368	"1"
379	349	"1"
335	72	"1"
332	352	"1"
335	72	"1"
335	98	"1"
335	98	"1"
335	368	"1"
335	98	"1"
41	380	"1"
41	371	"1"
98	97	"1"
335	50	"1"
41	381	"1"
335	365	"1"
41	382	"1"
41	343	"1"
335	368	"1"
41	383	"1"
335	368	"1"
335	368	"1"
103	365	"1"
335	368	"1"
128	236	"1"
335	368	"1"
368	194	"1"
194	368	"1"
335	72	"1"
368	194	"1"
335	368	"1"
335	368	"1"
368	236	"1"
368	322	"1"
335	368	"1"
335	368	"1"
171	56	"1"
368	309	"1"
62	102	"1"
62	347	"1"
176	378	"1"
176	378	"1"
32	63	"1"
32	378	"1"
189	358	"1"
317	311	"1"
300	384	"1"
41	300	"1"
41	325	"1"
97	338	"1"
309	368	"1"
372	97	"1"
372	375	"1"
1	146	"1"
1	101	"1"
1	211	"1"
1	30	"1"
70	385	"1"
277	362	"1"
154	56	"1"
321	154	"1"
27	221	"1"
79	365	"1"
79	386	"1"
228	314	"1"
239	349	"1"
386	50	"1"
386	260	"1"
319	338	"1"
376	50	"1"
50	386	"1"
50	376	"1"
386	50	"1"
376	50	"1"
376	50	"1"
386	387	"1"
386	50	"1"
30	72	"1"
277	362	"1"
277	376	"1"
63	32	"1"
376	191	"1"
212	376	"1"
212	376	"1"
212	376	"1"
371	377	"1"
311	48	"1"
376	377	"1"
212	376	"1"
311	365	"1"
388	306	"1"
378	32	"1"
189	349	"1"
314	48	"1"
50	386	"1"
50	376	"1"
9	177	"1"
359	144	"1"
34	365	"1"
1	30	"1"
385	70	"1"
254	378	"1"
345	361	"1"
345	346	"1"
365	79	"1"
365	311	"1"
204	374	"1"
72	30	"1"
204	374	"1"
204	298	"1"
145	88	"1"
204	298	"1"
204	298	"1"
189	349	"1"
70	385	"1"
204	298	"1"
204	298	"1"
191	376	"1"
389	254	"1"
63	337	"1"
63	193	"1"
337	63	"1"
212	388	"1"
263	378	"1"
212	376	"1"
212	224	"1"
390	316	"1"
27	184	"1"
391	349	"1"
349	391	"1"
212	224	"1"
378	254	"1"
378	263	"1"
392	383	"1"
319	337	"1"
387	386	"1"
393	394	"1"
395	8	"1"
395	8	"1"
393	263	"1"
396	378	"1"
395	8	"1"
176	396	"1"
386	387	"1"
386	343	"1"
176	396	"1"
9	391	"1"
9	52	"1"
308	281	"1"
8	395	"1"
9	386	"1"
9	8	"1"
176	396	"1"
289	392	"1"
41	391	"1"
289	375	"1"
41	325	"1"
289	371	"1"
254	378	"1"
289	391	"1"
308	373	"1"
308	263	"1"
263	308	"1"
378	254	"1"
260	386	"1"
254	378	"1"
393	263	"1"
378	254	"1"
393	263	"1"
254	378	"1"
281	308	"1"
281	308	"1"
393	263	"1"
393	263	"1"
378	254	"1"
372	97	"1"
321	359	"1"
372	376	"1"
283	260	"1"
372	97	"1"
254	378	"1"
393	263	"1"
308	281	"1"
254	396	"1"
378	254	"1"
254	378	"1"
62	371	"1"
378	254	"1"
254	378	"1"
1	397	"1"
396	254	"1"
254	396	"1"
321	396	"1"
396	254	"1"
32	378	"1"
32	63	"1"
327	97	"1"
254	396	"1"
357	396	"1"
378	254	"1"
378	32	"1"
396	254	"1"
332	308	"1"
357	378	"1"
357	396	"1"
254	396	"1"
254	378	"1"
220	373	"1"
357	378	"1"
32	378	"1"
220	308	"1"
220	224	"1"
357	396	"1"
396	254	"1"
220	62	"1"
254	396	"1"
220	254	"1"
378	254	"1"
376	191	"1"
220	62	"1"
378	32	"1"
254	378	"1"
254	378	"1"
378	254	"1"
254	378	"1"
204	294	"1"
32	396	"1"
398	209	"1"
32	378	"1"
321	396	"1"
254	378	"1"
355	316	"1"
399	396	"1"
378	254	"1"
378	32	"1"
145	88	"1"
145	263	"1"
32	378	"1"
399	364	"1"
399	382	"1"
209	396	"1"
399	126	"1"
399	299	"1"
399	375	"1"
32	58	"1"
378	32	"1"
32	378	"1"
399	59	"1"
289	371	"1"
399	386	"1"
399	76	"1"
398	378	"1"
400	32	"1"
74	379	"1"
74	396	"1"
398	378	"1"
74	378	"1"
399	365	"1"
378	74	"1"
398	378	"1"
399	311	"1"
48	311	"1"
399	149	"1"
373	308	"1"
400	32	"1"
316	355	"1"
316	390	"1"
398	378	"1"
228	392	"1"
373	308	"1"
378	396	"1"
396	378	"1"
396	378	"1"
378	396	"1"
378	396	"1"
400	396	"1"
36	296	"1"
12	175	"1"
74	378	"1"
36	128	"1"
36	401	"1"
400	396	"1"
378	74	"1"
74	378	"1"
12	402	"1"
396	74	"1"
396	399	"1"
12	402	"1"
400	396	"1"
12	402	"1"
12	402	"1"
400	396	"1"
12	402	"1"
212	303	"1"
365	399	"1"
400	396	"1"
368	309	"1"
400	396	"1"
95	365	"1"
9	175	"1"
9	52	"1"
9	8	"1"
30	72	"1"
310	97	"1"
9	212	"1"
403	8	"1"
9	88	"1"
9	34	"1"
402	281	"1"
323	281	"1"
176	396	"1"
303	212	"1"
176	396	"1"
303	389	"1"
44	242	"1"
176	263	"1"
44	242	"1"
393	191	"1"
191	396	"1"
8	403	"1"
393	191	"1"
396	191	"1"
176	396	"1"
396	191	"1"
191	396	"1"
393	191	"1"
396	191	"1"
9	8	"1"
400	323	"1"
176	396	"1"
191	396	"1"
396	191	"1"
393	191	"1"
41	263	"1"
393	191	"1"
176	396	"1"
9	8	"1"
384	300	"1"
9	212	"1"
6	404	"1"
212	394	"1"
176	396	"1"
9	8	"1"
176	396	"1"
398	405	"1"
176	396	"1"
9	8	"1"
176	396	"1"
398	405	"1"
176	396	"1"
398	405	"1"
9	34	"1"
191	405	"1"
398	405	"1"
9	8	"1"
9	212	"1"
405	191	"1"
398	405	"1"
398	405	"1"
314	281	"1"
194	406	"1"
103	396	"1"
6	378	"1"
398	405	"1"
103	405	"1"
378	6	"1"
389	254	"1"
389	62	"1"
398	405	"1"
389	303	"1"
191	405	"1"
398	405	"1"
405	191	"1"
398	405	"1"
191	405	"1"
405	191	"1"
378	396	"1"
79	365	"1"
281	314	"1"
281	402	"1"
281	323	"1"
41	407	"1"
9	405	"1"
404	132	"1"
314	228	"1"
314	281	"1"
378	396	"1"
212	303	"1"
281	314	"1"
297	62	"1"
9	405	"1"
378	396	"1"
103	393	"1"
9	405	"1"
9	212	"1"
297	62	"1"
9	405	"1"
74	408	"1"
9	405	"1"
378	396	"1"
9	405	"1"
409	50	"1"
201	410	"1"
410	201	"1"
201	410	"1"
201	52	"1"
214	396	"1"
41	396	"1"
396	214	"1"
214	396	"1"
103	371	"1"
396	214	"1"
378	396	"1"
103	371	"1"
214	396	"1"
378	396	"1"
396	214	"1"
308	281	"1"
409	50	"1"
41	396	"1"
212	376	"1"
281	308	"1"
308	281	"1"
214	396	"1"
41	396	"1"
396	214	"1"
281	308	"1"
214	396	"1"
308	281	"1"
308	32	"1"
344	403	"1"
396	214	"1"
260	283	"1"
214	396	"1"
6	378	"1"
281	308	"1"
344	403	"1"
308	281	"1"
272	273	"1"
63	337	"1"
27	406	"1"
297	272	"1"
344	403	"1"
344	403	"1"
263	405	"1"
344	403	"1"
303	389	"1"
3	308	"1"
38	365	"1"
368	394	"1"
3	88	"1"
321	411	"1"
321	411	"1"
88	3	"1"
234	166	"1"
321	412	"1"
402	281	"1"
307	368	"1"
281	402	"1"
212	303	"1"
405	263	"1"
103	344	"1"
172	344	"1"
9	212	"1"
9	411	"1"
9	411	"1"
372	389	"1"
372	407	"1"
394	368	"1"
409	263	"1"
372	407	"1"
368	394	"1"
6	413	"1"
321	405	"1"
212	413	"1"
131	393	"1"
38	288	"1"
131	191	"1"
321	344	"1"
27	414	"1"
38	405	"1"
389	303	"1"
38	175	"1"
415	329	"1"
27	414	"1"
414	396	"1"
303	212	"1"
413	6	"1"
27	414	"1"
83	368	"1"
212	413	"1"
6	413	"1"
344	172	"1"
27	414	"1"
9	177	"1"
325	344	"1"
321	344	"1"
27	414	"1"
321	389	"1"
69	6	"1"
103	343	"1"
38	405	"1"
69	403	"1"
27	414	"1"
204	374	"1"
38	177	"1"
325	378	"1"
212	413	"1"
321	177	"1"
317	281	"1"
303	212	"1"
321	72	"1"
317	308	"1"
212	413	"1"
321	72	"1"
416	212	"1"
27	414	"1"
27	414	"1"
325	6	"1"
281	352	"1"
212	387	"1"
6	325	"1"
323	281	"1"
212	416	"1"
303	212	"1"
32	308	"1"
325	6	"1"
6	325	"1"
131	393	"1"
67	410	"1"
323	281	"1"
67	410	"1"
303	6	"1"
303	6	"1"
357	343	"1"
67	396	"1"
277	417	"1"
357	405	"1"
277	417	"1"
131	393	"1"
303	212	"1"
212	416	"1"
357	393	"1"
67	378	"1"
413	212	"1"
357	63	"1"
323	281	"1"
131	393	"1"
317	281	"1"
317	281	"1"
357	389	"1"
311	365	"1"
311	399	"1"
212	413	"1"
69	418	"1"
317	281	"1"
323	281	"1"
41	407	"1"
378	325	"1"
413	212	"1"
365	311	"1"
378	67	"1"
378	6	"1"
378	325	"1"
6	378	"1"
27	414	"1"
323	413	"1"
378	6	"1"
303	212	"1"
96	74	"1"
350	6	"1"
41	407	"1"
350	6	"1"
212	376	"1"
6	378	"1"
350	6	"1"
323	337	"1"
52	201	"1"
321	311	"1"
323	356	"1"
321	311	"1"
212	413	"1"
378	6	"1"
376	6	"1"
69	75	"1"
335	72	"1"
19	396	"1"
3	51	"1"
41	407	"1"
3	51	"1"
6	378	"1"
6	376	"1"
131	393	"1"
335	50	"1"
289	419	"1"
335	278	"1"
378	6	"1"
6	378	"1"
303	212	"1"
161	162	"1"
19	8	"1"
378	6	"1"
19	419	"1"
249	8	"1"
102	62	"1"
325	378	"1"
6	378	"1"
325	378	"1"
249	8	"1"
321	52	"1"
378	325	"1"
44	19	"1"
325	378	"1"
249	8	"1"
335	6	"1"
378	6	"1"
398	378	"1"
378	325	"1"
398	378	"1"
96	74	"1"
74	419	"1"
398	378	"1"
212	413	"1"
398	368	"1"
51	419	"1"
44	129	"1"
6	378	"1"
398	378	"1"
96	74	"1"
335	6	"1"
378	6	"1"
228	311	"1"
96	74	"1"
3	51	"1"
19	396	"1"
6	378	"1"
3	132	"1"
398	378	"1"
212	413	"1"
398	405	"1"
62	102	"1"
335	6	"1"
249	8	"1"
212	413	"1"
398	368	"1"
303	212	"1"
335	6	"1"
51	3	"1"
323	356	"1"
36	296	"1"
263	405	"1"
398	368	"1"
335	6	"1"
323	102	"1"
3	51	"1"
335	6	"1"
413	6	"1"
212	51	"1"
398	368	"1"
294	51	"1"
323	367	"1"
335	6	"1"
19	420	"1"
19	420	"1"
6	413	"1"
323	421	"1"
398	368	"1"
294	51	"1"
335	6	"1"
413	6	"1"
212	51	"1"
398	6	"1"
212	413	"1"
368	294	"1"
398	368	"1"
335	263	"1"
294	368	"1"
145	281	"1"
413	212	"1"
